Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Is Hourly,Have Employer Provided,Min Salary,Max Salary,Avg Salary,Company,State,Age of Company,python_ind,excel_ind,rstudio_ind,aws_ind,spark_ind,sql_ind,Requirements
Data Scientist,$50K - $70K (Employer est.),"POSITION SUMMARY:
The Data Scientist is a highly motivated and experienced individual who likes to work in a multi-disciplinary team. The Data Scientist will be instrumental in the analysis and interpretation of high-throughput molecular data. Additionally, the individual in this role should have solid Data Science background and be strongly goal-oriented with a focus on real-world impact.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
Statistical and bioinformatics analyses of high-throughput molecular data
Interaction with internal and external collaborators to understand, design, and develop the requested solutions
Development and execution of data analysis protocols to support the company's discovery pipeline",4.4,"Berg Health
4.4","Framingham, MA",51 to 200 Employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,50,70 ,60.0,"Berg Health
",MA,15,0,0,0,0,0,0,No requirement specified
Data Scientist (ALL LEVELS),$50K - $70K (Employer est.),"Overview:
With the continuing impacts of COVID-19 around the world, we are taking action to protect the health and well-being of our colleagues and maintain the safety of the communities where we operate. Noblis seeks an environment free from COVID and prefers all employees to be fully vaccinated for COVID-19, subject to approved ADA or religious accommodations. Proof of vaccination will be required with employment and all unvaccinated employees will be subject to additional health and safety requirements. Restrictions may be aligned to federal, state, and/or client requirements.

Noblis and our wholly owned subsidiaries, Noblis ESI, Noblis MSD and Noblis + Mikros Systems tackle the nation's toughest problems and apply advanced solutions to our clients' most critical missions. We bring the best of scientific thought, management, and engineering expertise together in an environment of independence and objectivity to deliver enduring impact on federal missions. Noblis works with a wide range of government clients in the defense, intelligence and federal civil sectors. Learn more at Noblis -About Us


Responsibilities:




Qualifications:
Client Engagement: · Learn about the Noblis business development lifecycle, processes, tools, and account structure · Contribute specialized domain or technical content to proposal sections or client white papers · Build a productive relationship with your client and understand their structure and goals",4.3,"Noblis
4.3","Reston, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),0,0,50,70 ,60.0,"Noblis
",VA,25,0,0,0,0,0,0,No requirement specified
Data Scientist,$50K - $70K (Employer est.),"Postgraduate qualification in Statistics / Computer Science / Data Science from a premier institute
Exposure to tools – Python, R and R Shiny
Experience with a variety of data stores such as MongoDB, Cassandra, HBase, MySQL/Postgres
Must have experience in Agile development methods.
Experience in natural language processing technologies and services with emphasis in one or more of the following:
Data acquisition and NL modelling: harvesting NL resources from the Web, rapid bootstrapping of domain-specific and multilingual NL models for named-entity, syntactic parsing and text classification
Job Type: Full-time
Salary: $32.00 - $79.00 per hour",0.0,TCS,"Washington, DC",10000+ Employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),0,0,50,70 ,60.0,TCS,DC,53,1,0,0,0,0,1,"Python, SQL"
Junior Data Scientist,$50K - $70K (Employer est.),"You will collaborate with the brightest technical minds in building futuristic products, researching groundbreaking concepts, and influencing new ideas to transform retail. If you want to make meaningful contributions and reinvent the retail space that will impact millions of guests, Target is for you.
About This Opportunity: Responsible for the development of high performance, distributed computing tasks using Big Data technologies such as Hadoop, NoSQL, text mining and other distributed environment technologies based on the needs of the organization. Designs and drives the creation of new standards and best practices in the use of statistical data modeling, big data and optimization tools. Deploy data-science and technology based algorithmic solutions to address business needs for our customers Utilize recommender systems, collaborative filtering techniques, propensity modeling to drive our customer's business priorities
Qualifications: Msc - Statistics / Math or PhD in any stream
Experience : 0 to 2 years

Experience / Strong Knowledge of Regression/Linear Analysis
Familiarity with any of Deep Learning, Distributed RF, Generalized Linear Model,K-Mean and naive Bayes
Familiarity with designing algorithms on Hadoop ecosystem
Experience / Strong Knowledge with recommendation systems
A strong passion for empirical research and for answering hard questions with data
Excellent written and verbal communication skills",0.0,ANALYTOS,"Austin, TX",Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,50,70 ,60.0,ANALYTOS,TX,Unknown,0,1,0,0,0,1,"Excel, SQL"
Data Scientist,$50K - $70K (Employer est.),"Description :
The Department of Health is interested in hiring a qualified Data Scientist for its Prescription Overdose: Data-Driven Prevention Initiative (DDPI). The successful candidate ideally will have extensive experience working with large public health databas
Job responsibilities and duties
Research and develop statistical learning models for data analysis
Collaborate with HQI and HIT to understand general Department and the specific DDPI project needs and devise possible solutions
Keep up-to-date with latest technology trends
Communicate results and ideas to key staff in DOH",4.3,"Devcare Solutions
4.3","Trenton, NJ",51 to 200 Employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,50,70 ,60.0,"Devcare Solutions
",NJ,16,0,0,0,0,0,0,No requirement specified
Data Scientist,$50K - $70K (Employer est.),"Array is revolutionizing how businesses leverage and enhance consumer data. Our platform enables innovative companies and developers to seamlessly integrate credit and identity data into their apps, websites or workflows. As a remote-first company, we're focused on providing opportunities for autonomous individuals to have high levels of impact at the forefront of the fintech space. Continuous improvement, experimentation, and a clear mission stretch us individually and together in service of delivering the best products for our clients and users.
Job Description
Insights from data power decisions at Array. This Data Scientist role will work with product, engineering, sales and design teams to understand and analyze data from all parts of our business. You will use data science to help improve adoption and usage of our existing products and create new products. Data Scientists at Array will have a tremendous opportunity to make an impact to the top line and bottom line of a rapidly growing company.",3.5,"Array
3.5",New York State,1 to 50 Employees,0,Nonprofit Organization,Grantmaking Foundations,Non-Profit,Unknown / Non-Applicable,0,0,50,70 ,60.0,"Array
",Unknown,Unknown,0,0,0,0,0,0,No requirement specified
Applied Data Scientist (Remote),$50K - $70K (Employer est.),"We are Leaf

Leaf is on a mission to upend the way companies buy and sell transportation. Every year, billions of dollars, hundreds of megatons of carbon and millions of person-hours are wasted because the companies who ship goods and the companies who carry them aren’t upfront about their needs and abilities. Our platform finds ways for buyers and sellers to contract binding commitments for plannable and predictable freight and allows those contracts to be traded when needs change. In time, Leaf will become the hub through which the trillion-dollar American freight market is managed.

We are a team of experienced, smart, and mildly disagreeable troublemakers who like taking on unreasonably big challenges; we know how to build things, we’ve lived what’s broken in this industry, and we’re looking for bright, ambitious people to help us drag the transportation world kicking and screaming into the 21st century.",3.5,"Leaf Logistics
3.5","New York, NY",1 to 50 Employees,2017,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,0,0,50,70 ,60.0,"Leaf Logistics
",NY,4,0,0,0,0,0,0,No requirement specified
Data Scientist,$50K - $70K (Employer est.),"Capella is at the forefront of making vital information about our world accessible in a timely manner. We're leveraging proven technologies and building new capabilities to create a constellation of SAR satellites that can collect information about any spot on the planet within an hour.At Capella you'll workin a collaborative team environment, alongside smart people with a history of space mission success. No prior space experience is needed—we're looking for people excited about tackling seemingly impossible challenges, learning new skills and concepts, and helping each other achieve success.Our mission and our products are meant to understand the whole world and help everyone in it, regardless of race, creed, or any other distinction. We believe in a diverse and inclusive workplace, and we encourage all people to join our team and bring their unique perspective to help make us stronger.We value diversity at Capella and welcome applications from those who are traditionally underrepresented in tech. If you like the sound of this position, but are not sure if you are the perfect fit, please apply!",4.3,"Capella Space
4.3",California,1 to 50 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,0,0,50,70 ,60.0,"Capella Space
",Unknown,Unknown,0,0,0,0,0,0,No requirement specified
Principal Data Scientist,$50K - $70K (Employer est.),"When you join Verizon
Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect across the globe. We're a diverse network of people driven by our shared ambition to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward - and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
Verizon is serious about innovation. About being the first and being the best. Verizon Location Technology (VLT) sits at the core of the Strategy and New Business Development organization and is a critical part of driving innovation across our global customer base, both inside and outside of Verizon. Backed by more than 50 years of location-based expertise, we are building solutions that leverage the power of location intelligence to help drive technologies of the future. Technologies like 5G, Multi-Access Edge Computing and Artificial Intelligence that are allowing us to create products that were previously impossible. We’re building tomorrow with the best of today.",3.9,"Verizon
3.9","Denver, CO",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),0,0,50,70 ,60.0,"Verizon
",CO,21,0,0,0,0,0,0,No requirement specified
Data Scientist,$50K - $70K (Employer est.),"COMPANY OVERVIEW

Engine No. 1 is an investment firm purpose-built to lead the next generation of investing. We use ESG data to drive economic value. We believe creating value for shareholders cannot be separated from the impact companies have on their stakeholders, and that the largest driver of long-term value will be the investments companies make in jobs, workers, communities, and the environment. The firm will invest as an active, engaged owner in public and private companies to generate market-leading financial returns over the long-term through: private equity, concentrated funds, and both index and active ETFs.

As a young investment company, Engine No. 1 is seeking enthusiastic and highly engaged professionals to join us in advancing our mission. The ideal teammate is intellectually honest, proactive and flexible, constantly learning and improving, committed to advancing innovation across the industry, and upholds the highest integrity standards. The Engine No. 1 team is leading the movement towards a more sustainable and inclusive capitalism. Join us.",4.0,"Engine No. 1
4.0","San Francisco, CA",Unknown,0,Government,Municipal Governments,Government,Unknown / Non-Applicable,0,0,50,70 ,60.0,"Engine No. 1
",CA,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist I,$50K - $70K (Employer est.),"Ready to take the next step in your career? Maybe you’re looking for advancement opportunities, a better work-life balance, or just something new and exciting.
At Pekin Insurance, we strive to go Beyond the expected® in everything we do.
The Data Scientist is responsible for using advanced analytic methods to extract value from business data and influence teams and decisions with data-based recommendations. The Data Scientist is responsible for modeling complex business problems and discovering business insights through the use of statistical, algorithmic, mining, and visualization tools. Additionally, the Data Scientist integrates and prepares large, varied datasets, architecting specialized database and computing environments, and communicating results.
The Data Scientist provides data that is congruent and reliable, proposes innovative ways to look at problems using data mining approaches, validates findings using experimental and iterative approaches, and presents back his/her findings by exposing assumptions and validations in a way that can be easily understood by business stakeholders. Can be a remote position.",3.5,"Pekin Insurance
3.5","Pekin, IL",501 to 1000 Employees,1921,Company - Private,Insurance Agencies & Brokerages,Insurance,$1 to $2 billion (USD),0,0,50,70 ,60.0,"Pekin Insurance
",IL,100,0,0,0,0,0,0,No requirement specified
Digital Data Scientist,$50K - $70K (Employer est.),"As a federal contractor and healthcare company committed to protecting the health and safety of our employees, contractors, customers and communities, employees in the U.S. and Puerto Rico are required to be fully vaccinated against COVID-19, unless an approved exemption has been granted for a medical reason, sincerely held religious belief, or an employee is otherwise exempt under applicable law.

Agilent inspires and supports discoveries that advance the quality of life. We provide life science, diagnostic and applied market laboratories worldwide with instruments, services, consumables, applications and expertise. Information about Agilent is available at www.agilent.com.

The Digital Intelligence Organization empowers Agilent's digital transformation by embedding machine learning and predictive modeling to accelerate business growth. The organization encompasses web analytics, data engineering, and data science. We are seeking a data scientist who will apply machine learning and predictive modeling in enhancing customer digital experience and accelerating digital transformation.",4.2,"Agilent Technologies, Inc.
4.2","Santa Clara, CA",10000+ Employees,1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),0,0,50,70 ,60.0,"Agilent Technologies, Inc.
",CA,22,0,0,0,0,0,0,No requirement specified
Junior Data Scientist,$50K - $70K (Employer est.),"Overview:
SRI International, an over 75-year strong pioneering research institute, has a rich history supporting government and industry. Our innovations have created new industries, billions of dollars in market value and lasting benefits to society. SRI is organized around broad disciplines and capabilities, with research and development divisions and labs to groups who excel at identifying new opportunities, developing products and creating custom solutions. Our organization is driven by impact - delivering unique solutions for the world's important challenges and transforming ideas into reality for clients and partners.
Responsibilities:
The Junior Data Scientist, as part of SRI International's Center for Innovation Strategy and Policy (CISP), will contribute to the design and execution of data analysis tasks in support of a diverse range of clients and projects, based out of our Arlington, VA location (Remote work due to COVID). CISP helps organizations, regions, and countries achieve economic and social impact through effective investments in science, technology, and innovation.
Qualifications:",3.9,"SRI International
3.9","Arlington, VA",1001 to 5000 Employees,1946,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,50,70 ,60.0,"SRI International
",VA,75,0,1,0,0,0,0,Excel
Data Scientist,$50K - $70K (Employer est.),"Data Scientist(Job Number: GLO0016)
Description

Stats Perform collects the richest sports data in the world and transforms it through revolutionary artificial intelligence (AI) to unlock the most in-depth insights for media and technology, betting and team performance. With company roots dating back almost 40 years, Stats Perform embraces and solves the dynamic nature of sport – be that for digital and broadcast media with differentiated storytelling, tech companies with reliable and fast data to power their own innovations, sportsbooks with in-play betting and integrity services, or teams with first-of-its-kind AI analysis software. As the leading sports data and AI company, Stats Perform works with most of the top global sports broadcast companies, tech companies, sportsbooks, teams and leagues.

Do you have a background in Data Science, Machine Learning, Computer Vision, Physics, Statistics or Probability Theory? Do you have a passion for sports? Do you live to find data driven solutions to complex problems? Come join our team at Stats Perform as a Data Scientist building predictive models with modern deep learning tools that will be utilized by the world’s leading technology companies, sports franchises and sports book operators.",3.1,"Stats Perform
3.1",Remote,1001 to 5000 Employees,2019,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,0,0,50,70 ,60.0,"Stats Perform
",Remote,2,0,0,0,0,0,0,No requirement specified
Data Scientist,$100K - $218K (Employer est.),"Syntellis has an immediate need for an experienced and highly motivated team player to join as a Data Scientist.
Syntellis is a new brand with a long history! Syntellis Performance Solutions was formed out of the merger of 30+ years of expertise as business units of Kaufman Hall and Change Healthcare came together to create a best-in-class Enterprise Software Company with a people-first culture. For more information, please visit www.syntellis.com.
Perks and Benefits:
Medical, Dental and Vision Benefits
PTO and Paid Holidays
401K/Retirement Plan",2.8,"Syntellis Performance Solutions
2.8",Illinois,201 to 500 Employees,2020,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,100,218 ,159.0,"Syntellis Performance Solutions
",Unknown,1,0,0,0,0,0,0,No requirement specified
Data Scientist,$100K - $218K (Employer est.),"Data Scientists - Positions located in New York and/or California
Applicants Who Live And Are Authorised To Work In The USA Only
Please note this position is not with Flipped.ai, but with one of our clients.
We are looking for top-quality graduate Data Scientists. If you are interested and have the majority of the relevant experiences/skills below, please apply.
Qualifications:
2-3 or more years professional data science experience.
Bachelor’s or higher degree in Mathematics / Statistics / Data Science / Computer related discipline.",0.0,Flipped.ai,"New York, NY",Unknown,0,Unknown,Unknown,Unknown,Unknown / Non-Applicable,0,0,100,218 ,159.0,Flipped.ai,NY,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$100K - $218K (Employer est.),"Davidson is seeking a Data Scientist in Huntsville, AL.
This position is an integral part of a fast-paced, innovative research and development (R&D) program for the US Air Force’s (USAF) Advanced Battle Management System (ABMS) involving the creation of advanced M&S and AI for wired and wireless communications across all 5 warfare domains (land, sea, air, space, and cyberspace). The program works cross-functionally with innovative team members skilled in High-Performance Computing (HPC), Modeling & Simulations (M&S), Artificial Intelligence (AI)/Data Analytics, and Cybersecurity.
The qualified candidate should be able to:
Experiment with innovative theories, ideas, and concepts to expand the realm of the possible",4.2,"Davidson Technologies, Inc.
4.2","Huntsville, AL",201 to 500 Employees,1996,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$25 to $50 million (USD),0,0,100,218 ,159.0,"Davidson Technologies, Inc.
",AL,25,0,0,0,0,0,0,No requirement specified
Data Scientist,$100K - $218K (Employer est.),"ROLE SUMMARY:
Provide scientific leadership and technical support for Pfizer clinical and non-clinical projects. This is a science-based position with limited managerial and administrative responsibilities. The applicant will work with teams in many therapeutic areas across the enterprise, on both clinical and non-clinical applications. Emphasis will be on application of artificial intelligence (AI) systems and predictive modelling techniques across the drug development continuum using structured and unstructured data sources, including image-based data, real-world data, and data from unstructured text (e.g., adverse event reporting). The applicant is expected to develop effective collaborations with relevant stakeholders including bench scientists, study statisticians, clinicians, development operations, pharmaceutical sciences, regulatory and safety.
The responsibilities and effort for the position are divided approximately equally between project-specific collaboration, longer-term methodological research to support drug development, training, and external activities.
Medical",4.2,"Pfizer
4.2","New York, NY",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,100,218 ,159.0,"Pfizer
",NY,172,0,0,0,0,0,0,No requirement specified
Senior Data Scientist,$100K - $218K (Employer est.),"ArthurPaige is looking for a Data Scientist that will be responsible for overseeing the collection, storage, and interpretation of data. Their duties include sifting through data points to create organized categories, comparing data points to current company processes, and writing reports outlining customer predictions or proposals. You will use data to help our customers make mission decisions.
Responsibilities:
Collecting data through means such as analyzing business results or by setting up and managing new studies
Transferring data into a new format to make it more appropriate for analysis
Creating new, experimental frameworks to collect data",0.0,ArthurPaige,"Fort Meade, MD",1 to 50 Employees,2021,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,100,218 ,159.0,ArthurPaige,MD,0,0,0,0,0,0,0,No requirement specified
Data Scientist,$100K - $218K (Employer est.),"This role will primarily be focused on supporting the development of agricultural trials that include both split planter/treatment and strip trials and working to further develop the pipeline and support the transition of research models and data into production code. The work would also be focused on further developing the analysis pipeline.

This position is expected to interact with various functions within the company, including data analytics, science, engineering, and product. Attention to detail, intellectual curiosity, and clear technical communication are key for the success of this role.

Required Skills / Experience:
BA/BS in Computer Science, Statistics, Physics, Applied Math, Agronomy, Engineering or a related quantitative discipline with at least a year of data analytics or data science experience.",0.0,Envision,"Saint Louis, MO",51 to 200 Employees,0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,100,218 ,159.0,Envision,MO,Unknown,0,0,0,0,0,0,No requirement specified
DATA SCIENTIST - PYTHON,$100K - $218K (Employer est.),"Published
December 11, 2021
Location
100% Remote, United States of America
Job Type
Full-time
DESCRIPTION
TITLE: Data Scientist-Python
JOB ID: 11012
LOCATION: 100% Remote",0.0,InspiHER Tech,Remote,1 to 50 Employees,0,Company - Private,IT Services,Information Technology,Less than $1 million (USD),0,0,100,218 ,159.0,InspiHER Tech,Remote,Unknown,1,0,0,0,0,0,Python
Data Scientist,$100K - $218K (Employer est.),"Who We Are
We’re America’s largest mortgage lender, closing loans in all 50 states. J.D Power ranked Quicken Loans “Highest in Customer Satisfaction in Primary Mortgage Origination” for the past nine consecutive years, 2010 – 2018. The company was also ranked highest in the nation for client satisfaction among mortgage servicers by J.D. Power for four consecutive years, 2014 through 2017, each year the company was eligible. There’s a simple reason we’ve been so successful: We care about the people we work with.
If you’re tired of stuffy, bureaucratic workplaces, then you’ll be delighted to find something different here. We strive to make a creative, fun and collaborative environment you simply won’t find anywhere else. Quicken Loans was named #1 in ESSENCE Magazine’s first ever list of “Best Places to Work for African Americans” in 2015. We've been on Computerworld's ""Best Places to Work in IT"" list for 13 years running, hitting #1 the last five years. We were also ranked #14 in FORTUNE Magazine’s list of ""100 Best Companies to Work For"" in 2018, remaining in the top-30 for the past 15 years.",2.9,"Rocket Mortgage
2.9","Detroit, MI",1001 to 5000 Employees,0,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,0,0,100,218 ,159.0,"Rocket Mortgage
",MI,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$100K - $218K (Employer est.),"Position Overview

Under general direction or assignment, develops high quality prediction systems integrated into existing systems and applications. Works collaboratively with a team utilizing industry knowledge, technology, data and statistical modeling to support fast-paced business decisions leading to improved outcomes. Responsible for applying data mining techniques, statistical analysis of performance metrics, applying various machine-learning tools, predictive modeling, and experimental design. Must be able to work independently on development and selection of machine learning techniques and algorithms.

Position Requirements

Education/Experience


Master's Degree in Computer Science, Computer Engineering, Industrial and Systems Engineering, Mathematics, or related field and

Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Random Forests, etc.

Proficiency in common data science toolkits, such as R, Python, and Julia

Proficiency in data visualization tools

Proficiency in simulation software such as Simio or Arena

Proficiency in using query languages such as SQL

Good applied statistics skills, such as distributions, statistical testing, regression, etc.

Good scripting and programming skills


PhD in Computer Science, Computer Engineering, Industrial and Systems Engineering, Mathematics, or related field

Clinical Training or Experience

Lean & Six Sigma Training or Experience

Project Management Training or Experience

Experience in a Start-Up or Small Business Environment

License/Certification


Not Applicable


Not Applicable",3.4,"United Health Services
3.4","Vestal, NY",5001 to 10000 Employees,1984,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),0,0,100,218 ,159.0,"United Health Services
",NY,37,1,1,0,0,0,1,"Python, Excel, SQL"
Data Scientist,$100K - $218K (Employer est.),"At MarketDial we equip our clients with the easiest-to-use and most accurate solution to conduct offline A/B testing. In short, we provide our clients with the tools they need to set up statistically robust trials to test various initiatives across their business. This allows them to learn quickly and have greater confidence in the initiatives they ultimately decide to roll out - saving time, money, and energy. To date, our software has allowed our clients across the retail, grocery, c-store, restaurant, and manufacturing markets to make sophisticated multi-million dollar marketing, pricing, staffing, and operational decisions through offline A/B testing.
We pride ourselves on offering our clients unparalleled support to ensure their success with MarketDial. We are currently seeking a Data Scientist to uniquely support our clients in the U.S. and abroad.
Job description:",5.0,"MarketDial
5.0","Salt Lake City, UT",1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,100,218 ,159.0,"MarketDial
",UT,6,0,0,0,0,0,0,No requirement specified
Associate Data Scientist,$100K - $218K (Employer est.),"Overview:
Dovel Technologies, LLC provides leading edge software and application development services specializing in mission driven solutions that address complex business processes and technology challenges. We practice CMMI ML3 processes and delivery solutions and are an innovative mission oriented technology company focused on complex business and technical challenges, ensuring solutions support the achievement of your mission. Our team creates software solutions that help customers communicate, access, and store mission critical information. Dovel is instrumental in the design and implementation of some of the most mission critical and innovative systems in government today.

We have an exciting opportunity for an Associate Data Scientist. This position is currently remote. In the future, this role can be based out of McLean, VA or can be fully remote anywhere in the United States.
Duties & Responsibilities:
Requirements:




Compensation:
Company Description:",4.4,"Dovel Technologies, LLC
4.4","McLean, VA",1001 to 5000 Employees,2005,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,100,218 ,159.0,"Dovel Technologies, LLC
",VA,16,0,0,0,0,0,0,No requirement specified
Data Scientist II,$100K - $218K (Employer est.),"What we do
Civis Analytics, we bring objective, data-driven truth to organizational decision-making—from the boardroom to the world's largest progressive social causes.
This mission isn't an aspiration: it's something we see realized every day, and it brings purpose to everything we're working on.
We combine a sophisticated SaaS product with our specialized data science consultancy to empower tens of thousands of active users to make millions of data-driven decisions every month. From joining disparate data sources and automating reporting, to building more elaborate models of targeted audiences and optimizing messages for them, organizations like the Bill and Melinda Gates Foundation, the City of Boston, and iHeart Radio trust Civis's technology to make their most critical decisions.",3.3,"Civis Analytics
3.3",Illinois,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),0,0,100,218 ,159.0,"Civis Analytics
",Unknown,8,0,0,0,0,0,0,No requirement specified
Sr Data Scientist,$100K - $218K (Employer est.),"About GM

There's never been a more exciting time to work for General Motors.

To achieve our vision of a world with Zero Crashes, Zero Emissions and Zero Congestion, we need people to join us who are passionate about creating safer, better and more sustainable ways for people to get around. This bold vision won't happen overnight, but just as we transformed how the world moved in the last century, we are committed to transforming how we move today and in the future.

Why Work for Us

Our culture is focused on building inclusive teams, where differences and unique perspectives are embraced so you can contribute to your fullest potential as you pursue your career. Our locations feature a variety of work environments, including open work spaces and virtual connection platforms to inspire productivity and flexible collaboration. And we are proud to support our employees volunteer interests, and make it a priority to join together in efforts that give back to our communities.




As a leader, your major part will be in Applying Data Science and Modeling techniques to tackle complex business problems. Are you driven and passionate about data analytics and data sciences? Can you lead with our vision for the future?






The goal of the General Motors total rewards program is to support the health and well-being of you and your family. Our comprehensive compensation plan incudes, the following benefits, in addition to many others:



General Motors is committed to being a workplace that is not only free of discrimination, but one that genuinely fosters inclusion and belonging. We strongly believe that workforce diversity creates an environment in which our employees can thrive and develop better products for our customers. We understand and embrace the variety through which people gain experiences whether through professional, personal, educational, or volunteer opportunities.GM is proud to be an equal opportunity employer.

We encourage interested candidates to review the key responsibilities and qualifications and apply for any positions that match your skills and capabilities.



The policy of General Motors is to extend opportunities to qualified applicants and employees on an equal basis regardless of an individual's age, race, color, sex, religion, national origin, disability, sexual orientation, gender identity/expression or veteran status. Additionally, General Motors is committed to being an Equal Employment Opportunity (EEO) Employer and offers opportunities to all job seekers including individuals with disabilities. If you need a reasonable accommodation to assist with your job search or application for employment, email us atCareers.Accommodations@GM.com. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying.",4.0,"General Motors
4.0","Austin, TX",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,0,100,218 ,159.0,"General Motors
",TX,113,0,0,0,0,0,0,No requirement specified
Data Scientist,$100K - $218K (Employer est.),"Position: Data Scientist
Position Type: 3-6 months contract to hire
Location: 100% remote
Interview: Phone/Video
Visa: USC/GC for clearance requirement
Main projects: Personalization, Targeted Marketing, Fraud Detection
Execute modeling initiatives that drive key decisions and insights across the enterprise. Work closely with stakeholders across the enterprise to address strategic and operational needs with statistical models such as:
-Customer level propensity modeling in support of Marketing and Loyalty
-Customer lifetime value and churn
-Offer optimization
-Dynamic point and price setting
-Fraud and anomaly detection
-Contribute to upskilling the overall team’s capabilities and ensuring that the team is maturing its data science and analytics knowledge and understanding.
-Research and implement cutting-edge analytics best practices, document them, and train the rest of the team. These should include standard modeling methodologies (e.g., multinomial logistic regression), machine learning methodologies (e.g., deep neural networks), and automation efforts.
-Work with IT architecture and data delivery team to enhance data infrastructure to support real-time, machine learning modeling capabilities, and deploy throughout Choice
-Support data ingestion efforts from third parties (e.g., Experian)",0.0,FAAZ Consulting,Remote,201 to 500 Employees,0,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,0,0,100,218 ,159.0,FAAZ Consulting,Remote,Unknown,0,0,0,0,0,0,No requirement specified
Data Scientist,$100K - $218K (Employer est.),"Summary Description
The data scientist role is within the risk management department and provides analytics with the goal of reducing losses in the payments business. The primary function is to develop statistical models that are used by risk analysts to manage losses from fraud.
Responsibilities:
Produce predictive scoring models, typically logistic regression models, to identify transactions with a high probability of resulting in a financial loss
Query databases to produce data sets for analysis and reporting
Run and modify complex SAS macros for analysis and reporting
Determine value of data elements in managing risk in the face of fraud",4.0,"Certegy Payment Solutions, LLC
4.0","Clearwater, FL",51 to 200 Employees,2001,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,0,0,100,218 ,159.0,"Certegy Payment Solutions, LLC
",FL,20,0,0,0,0,0,0,No requirement specified
"Data Scientist, Delivery Team",$100K - $218K (Employer est.),"The Opportunity
Come build the data and analytics tools that will help real people live measurably better lives. As a key part of our client analytics team, you'll work with cutting-edge data processing frameworks, technologies, and platforms to empower client-facing teams with the tools that enhance and reinforce Teladoc Health's value proposition. Your contributions will drive growth and client retention while providing a better way for Teladoc Health members to manage chronic health conditions.
Through data analytics, you'll discover and share insights about our members and clients to drive decision making. You'll work with SQL, Python, R, Jenkins, AWS Tech stack (Redshift, S3), Metabase and other technologies to design and build scalable and impactful reports, dashboards and visualizations. Collaborating closely with data scientists, engineers, PMs and clinical researchers, you'll help us transform the healthcare industry with innovative, highly effective products.",4.0,"Teladoc Health
4.0",New York State,1001 to 5000 Employees,2002,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),0,0,100,218 ,159.0,"Teladoc Health
",Unknown,19,1,0,0,1,0,1,"Python, AWS, SQL"
